43.93784,56.28922
44.000857,56.263747
43.945512,56.280012
44.017494,56.316729
44.013892,56.315785
44.027977,56.31892
44.027914,56.318251
43.874796,56.32532
44.052061,56.293911
44.0473,56.294106
44.001234,56.322594
44.025561,56.309344
44.011188,56.321246
44.013847,56.320338
43.826413,56.362237
44.066425,56.299056
44.066775,56.284469
43.783231,56.380009
44.007262,56.317467
43.965185,56.23438
43.978489,56.295095
44.016757,56.211053
43.968814,56.244015
43.98307,56.278348
44.033699,56.308051
43.935774,56.327081
44.045692,56.301713
43.991604,56.244215
44.07363,56.29506
43.922254,56.257818
43.853003,56.233719
43.844712,56.231348
43.852132,56.357175
43.986259,56.320183
43.943949,56.326697
44.008151,56.29543
44.001396,56.320767
43.975363,56.314387
43.994892,56.324137
43.854674,56.28938
43.856129,56.289855
43.855599,56.289176
43.85745,56.29024
43.85639,56.289585
44.036412,56.313538
43.881435,56.303496
43.982361,56.310288
43.852482,56.246906
43.842044,56.247491
43.942206,56.306822
44.073046,56.288566
43.973503,56.247311
44.024195,56.321736
43.878695,56.341682
44.071186,56.292458
43.986915,56.288446
43.978714,56.3085
43.987571,56.305239
43.959148,56.326058
43.859292,56.243885
43.989215,56.313518
43.979414,56.311551
44.044039,56.284029
44.049815,56.283545
44.047021,56.284069
44.039431,56.282965
43.938945,56.30503
44.02477,56.325599
44.012427,56.328504
44.020674,56.327506
43.950965,56.329208
43.845431,56.312719
44.036421,56.302557
43.928399,56.311401
43.981588,56.306158
43.93678,56.30838
44.012311,56.325354
44.024635,56.324226
44.03343,56.313878
44.072713,56.314557
44.065302,56.317987
43.981435,56.326967
44.019273,56.322769
43.95366,56.323897
43.955106,56.324576
44.165527,56.189729
43.919101,56.323682
43.853506,56.357754
43.837525,56.351764
43.832782,56.243204
43.913316,56.331468
43.945135,56.232434
44.027106,56.323602
44.027384,56.322764
44.008367,56.326737
43.849724,56.327955
44.028417,56.297058
43.865714,56.345234
44.081786,56.304605
43.95109,56.225503
43.934373,56.320338
43.874006,56.352228
43.902204,56.257348
43.890265,56.306887
43.99253,56.270141
43.989484,56.269156
44.005986,56.326887
43.7904,56.219653
43.984041,56.316873
43.990652,56.316154
44.058089,56.259028
43.988532,56.31609
43.989215,56.316579
44.02566,56.308695
43.985163,56.316943
43.976333,56.30842
43.870538,56.358856
43.947668,56.27325
44.027034,56.319444
44.000381,56.311142
43.833213,56.251072
43.767798,56.199061
43.784695,56.267812
43.981858,56.315211
43.847308,56.340904
43.862615,56.343438
44.06294,56.300535
43.955824,56.326398
43.900084,56.316694
43.904692,56.320083
44.03087,56.325085
43.948683,56.342825
44.010379,56.329372
44.013155,56.329297
43.933537,56.346985
43.857333,56.362975
44.079747,56.284994
44.009966,56.321631
44.012194,56.32207
43.99226,56.329582
43.990553,56.259028
43.955312,56.341882
44.01302,56.319519
43.955816,56.297448
43.953228,56.292588
43.85851,56.30462
43.985172,56.29998
43.985684,56.298447
43.986098,56.306752
43.98369,56.294216
43.98166,56.285568
44.017081,56.312425
43.985595,56.24505
43.98661,56.245945
43.985559,56.24414
43.927357,56.2741
43.985496,56.318461
43.939799,56.329437
43.980447,56.31926
44.006795,56.320712
43.971644,56.214757
44.061673,56.307042
43.948512,56.320707
43.944802,56.314961
43.871715,56.257988
43.845278,56.30052
43.910909,56.302682
43.987086,56.317203
43.987715,56.316509
43.948324,56.311441
43.930824,56.264857
43.945099,56.309249
43.951504,56.338454
43.982639,56.246621
43.925452,56.288571
43.864376,56.247911
44.014592,56.322484
44.022884,56.321611
43.89535,56.275164
43.936071,56.275894
43.870997,56.347858
43.89544,56.345943
43.995719,56.312035
44.040248,56.237637
44.070908,56.305015
43.759111,56.248811
43.988703,56.287717
44.007154,56.329602
43.87158,56.304515
43.866182,56.302158
43.869398,56.307267
43.989053,56.307392
43.98705,56.306712
43.982028,56.240863
43.99102,56.240688
43.994102,56.240303
44.00048,56.239868
44.005367,56.237131
44.002528,56.238932
44.003453,56.240868
43.90984,56.264177
43.937903,56.299061
43.947246,56.314876
43.982037,56.315635
44.003193,56.31563
43.984454,56.314058
43.983699,56.27354
44.015661,56.328549
44.02919,56.325794
43.820637,56.246121
43.805141,56.247976
43.886573,56.233624
43.909444,56.316893
43.898242,56.311097
43.926836,56.31889
43.905627,56.314796
43.859893,56.313668
43.918473,56.317143
43.82202,56.310567
43.823494,56.311436
43.918482,56.319579
43.937328,56.322574
43.947506,56.294476
43.932441,56.347449
43.948431,56.342251
43.93148,56.34732
44.118923,56.288536
44.106867,56.297868
43.90533,56.333729
43.995889,56.289295
43.994874,56.285533
43.995512,56.282495
43.906561,56.299955
43.955151,56.24397
43.837094,56.2742
43.990158,56.329547
44.016407,56.3276
44.000336,56.323498
44.008987,56.254492
43.997587,56.311736
43.843598,56.348632
44.079621,56.27272
43.733842,56.262222
43.790705,56.264732
43.978067,56.247171
43.836456,56.261373
43.949393,56.263482
43.792071,56.380348
43.939107,56.285523
43.812498,56.383752
44.044731,56.323068
43.975192,56.231683
44.006516,56.32215
43.937068,56.303871
43.936897,56.307412
43.757279,56.264637
43.804378,56.263567
43.93351,56.310732
44.030744,56.290474
44.003857,56.309129
43.810836,56.208725
43.999123,56.274494
44.016209,56.310597
44.017224,56.308925
44.016739,56.311506
44.017081,56.311037
44.008888,56.245445
44.038002,56.317682
44.037472,56.3189
43.928615,56.261543
44.037904,56.312415
43.829836,56.21687
43.833249,56.21695
43.816882,56.20914
43.949976,56.29569
43.986529,56.316699
43.827617,56.379501
43.818436,56.209676
43.929693,56.268626
43.827563,56.215578
43.992179,56.322799
43.930223,56.30059
43.98413,56.321321
44.011439,56.3192
43.944281,56.303726
43.861995,56.241124
43.989718,56.314417
43.960172,56.238427
43.999411,56.324755
43.806255,56.200944
44.007163,56.245755
43.97459,56.235546
43.995449,56.327216
43.989718,56.325389
43.989457,56.32525
43.935927,56.291394
43.973387,56.259503
43.969362,56.24542
43.977869,56.297653
43.981004,56.294965
43.968679,56.254157
43.982783,56.290779
43.982594,56.280721
43.98537,56.284419
43.895467,56.317617
43.888397,56.321326
43.935181,56.292897
43.930079,56.289975
43.93634,56.299076
43.823691,56.244265
43.826647,56.249271
43.919892,56.293866
43.914188,56.256358
43.848988,56.270596
43.939879,56.281611
43.967871,56.249151
44.072219,56.282101
44.032011,56.314073
44.073908,56.307631
43.988532,56.328454
43.990787,56.328863
43.983618,56.326837
43.983259,56.327271
44.017027,56.302053
44.033888,56.323163
43.957971,56.325609
43.923243,56.322275
43.900875,56.331488
43.89199,56.333305
43.922326,56.316689
43.974276,56.334612
43.999258,56.314297
43.982271,56.304021
44.023009,56.329856
44.000552,56.324266
43.809767,56.310108
43.993913,56.307571
43.822002,56.35132
43.824284,56.35155
43.823242,56.343748
44.007469,56.325175
44.012948,56.328818
44.025543,56.316364
43.980411,56.314247
43.999366,56.324002
43.913667,56.332362
43.883609,56.336099
44.034409,56.320213
43.980088,56.265712
43.884148,56.295265
43.873135,56.290474
43.880869,56.32803
43.960729,56.215528
43.980699,56.31252
43.979226,56.312829
43.857154,56.298032
43.833088,56.226279
43.937283,56.288401
43.92733,56.347848
43.931777,56.347858
43.946078,56.280746
44.032082,56.311227
43.861537,56.353046
43.935855,56.259158
43.846221,56.334802
43.818984,56.366834
43.980142,56.266037
43.998081,56.290634
43.995737,56.310767
44.018769,56.316614
44.002034,56.311701
44.000327,56.233704
44.031427,56.287562
44.020108,56.30848
44.010577,56.320742
44.012248,56.320413
44.014188,56.320503
44.014646,56.320682
44.008897,56.323587
43.994165,56.302458
43.9571,56.231493
43.941955,56.309534
43.989628,56.311182
43.853048,56.305719
43.971976,56.317547
43.887283,56.317767
43.81602,56.357255
43.810549,56.35941
43.926503,56.274324
43.840786,56.231448
43.965625,56.235125
43.944838,56.326597
44.000453,56.314796
43.988236,56.31261
44.006606,56.319739
43.994452,56.320003
43.974977,56.313628
43.974887,56.314707
43.849096,56.289615
44.068967,56.305139
44.04624,56.317662
43.947731,56.278143
43.792753,56.372862
43.795053,56.366625
43.980735,56.321456
43.784677,56.200328
43.834453,56.230442
43.881013,56.304191
43.952123,56.322839
43.826216,56.360975
43.901,56.285503
44.022569,56.31265
43.989062,56.319305
43.989709,56.322549
43.987948,56.319679
43.951063,56.313528
